"R0000100","R0173600","R0214700","R0214800","R0217501","R0405601","R0618601","R0898401","R1144901","R1520101","R1890801","R2257901","R2445301","R2871000","R3074700","R3401400","R3656800","R4007300","R4418400","R5081400","R5166700","R6479300","R7007000","R7704300","R8496700","T0988500","T2210500","T3108400","T4100000","T4100100","T4100101","T4100200","T4100300","T4100400","T4100500","T4100600","T4100700","T4112900","T5005400","T5005500","T5005501","T5005600","T5005700","T5005800","T5005900","T5006000","T5006100","T5023300","T5739900","T5740000","T5740001","T5740100","T5740200","T5740300","T5740400","T5740500","T5740600","T5771200","T8187000","T8187100","T8187101","T8187200","T8187300","T8187400","T8187500","T8187600","T8187700","T8219300","T8788500","T9260200","T9300300"
562,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,5,4,0,1,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
563,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,4,4,0,1,-1,-1,-2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,1,1
564,1,3,1,0,0,0,2,2,3,1,1,1,1,3,3,3,3,3,1,-5,1,-5,-5,-5,1,1,1,1,6,2,2,-2,1,3,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
565,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,0,2,1,2,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,0
566,5,3,2,0,0,0,0,0,0,0,-5,0,-5,-5,-5,0,0,0,0,-5,0,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
567,5,3,2,0,0,0,0,0,0,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,7,3,1,1,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
568,5,3,2,0,0,0,0,0,0,0,-5,-5,-5,-5,1,1,2,3,3,3,1,1,1,1,1,1,1,0,7,4,4,0,3,3,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,6,0,6
569,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,7,4,5,1,1,2,2,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,0
570,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,0,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
571,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-5,1,1,1,1,1,1,1,6,6,4,0,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
572,5,3,2,0,-5,-5,-5,-5,-5,-5,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
573,1,3,1,0,0,0,0,0,0,0,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,0,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
574,5,3,2,0,0,0,0,0,-5,1,1,1,-5,1,1,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
575,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
576,5,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,5,0,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
577,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
578,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
579,5,3,2,0,0,0,0,0,0,1,-5,-5,-5,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,1,7,7,5,0,1,3,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
580,1,3,1,0,0,0,0,0,0,0,-5,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,5,7,1,0,2,3,3,1,6,6,0,6
581,1,3,1,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
582,5,3,2,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,-5,-5,-5,1,4,7,5,1,1,3,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
583,1,3,1,0,0,0,0,0,1,1,1,2,2,3,3,1,1,1,1,1,6,6,6,6,6,6,1,0,7,4,5,0,1,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
584,1,3,1,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,-5,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,1,5,7,1,3,3,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,0,3
585,5,3,2,0,0,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,3,6,4,1,1,3,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,6,0,6
586,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
587,2,3,1,0,0,0,0,1,3,3,3,3,3,3,2,2,3,3,3,3,3,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
588,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
589,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,4,4,4,0,1,3,1,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-5,-5,-5
590,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5,1,6,0,1,-2,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
591,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,0,7,3,5,0,1,3,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,0,3
592,1,3,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,-5,-5,-5,-5,0,7,5,7,0,1,3,1,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,6
593,8,1,2,2,2,2,2,2,2,2,-5,-5,-5,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,0,6,4,6,0,1,2,2,0,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,0,2
594,3,2,1,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,7,4,4,0,2,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,6,1,6
595,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
596,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
597,3,2,1,0,0,0,0,0,0,-5,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,4,7,7,1,1,2,4,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-5,-5,-5
598,7,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
599,3,2,1,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
600,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,5,6,0,1,3,2,1,1,1,-5,-5
601,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
602,1,3,1,0,-5,0,0,0,0,0,-5,-5,-5,-5,-5,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
603,5,3,2,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
604,5,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,-2,2,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,1,1
605,1,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-5,3,3,1,5,6,5,0,1,3,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5
606,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,-2,1,3,-2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
607,1,3,1,0,-5,0,0,-5,-5,-5,-5,-5,-5,-5,1,1,1,1,1,-5,1,-5,-5,-5,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
608,5,3,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,7,4,-2,1,3,-2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
609,5,3,2,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0,1,1,1,2,3,3,3,3,3,3,0,5,4,4,0,1,3,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,0,3
610,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
611,6,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,7,4,4,0,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1
612,6,3,2,0,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-5,1,7,2,5,0,3,3,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,0
613,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,7,7,4,0,-2,3,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,1,3
614,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,1,3,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
615,5,3,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,-2,2,3,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
616,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
617,6,3,2,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
618,5,3,2,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,0,0,0,-5,0,-5,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
619,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,-5,3,3,0,7,5,5,-2,1,-2,-2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-5,-5
620,3,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,0,1,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
621,7,2,2,0,0,0,0,0,0,0,3,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,2,1,7,7,4,0,3,3,4,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,1,3
622,7,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,4,5,0,2,3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1
623,7,2,2,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,3,-5,3,3,3,3,3,3,3,0,7,7,7,0,1,1,2,0,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,0,3
624,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,7,7,5,0,1,1,-2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
625,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,-5,0,1,7,7,0,1,2,2,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
626,5,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,3,3,3,3,0,7,4,7,1,1,1,1,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
627,5,3,2,1,1,1,1,1,1,1,1,-5,-5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,4,-2,2,3,3,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,0,3
628,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,4,5,0,3,3,2,0,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,0
629,1,3,1,0,0,0,0,0,1,1,1,1,2,1,1,1,3,3,3,1,1,1,3,3,3,3,1,0,6,6,3,0,2,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,1,1
630,1,3,1,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,5,4,0,1,3,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
631,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,6,6,3,0,1,2,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
632,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,7,7,7,0,1,3,4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,0,1
633,1,3,1,1,1,1,1,1,-5,-5,-5,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-1,7,7,7,0,1,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,1
634,5,3,2,1,1,1,1,1,-5,-5,-5,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-1,7,4,5,0,1,3,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
635,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,4,0,1,3,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
636,5,3,2,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,5,0,1,3,4,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,0,3
637,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
